                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    118,                 1.3704,                0.78619,                 1.6131,                0.80438,                0.88788,                0.90857,                0.45446,                 1.5838,                0.75226,                 1.9387,              0.0042085,              0.0042085,              0.0042085
                    119,                 1.3655,                0.77656,                 1.5816,                0.87684,                0.81469,                0.88101,                0.43569,                 1.6184,                0.78353,                 1.9661,               0.004159,               0.004159,               0.004159
                    120,                 1.3381,                0.76774,                 1.5709,                0.88991,                 0.8141,                0.89381,                0.45701,                 1.5789,                0.76731,                 1.9179,              0.0041095,              0.0041095,              0.0041095
                    121,                 1.3694,                0.78707,                  1.606,                  0.919,                0.80261,                0.88237,                0.45324,                 1.5783,                0.77836,                 1.9103,                0.00406,                0.00406,                0.00406
                    122,                  1.329,                0.76268,                 1.5806,                0.88158,                0.83438,                0.90687,                0.45418,                 1.5944,                0.76716,                 1.9599,              0.0040105,              0.0040105,              0.0040105
                    123,                 1.3517,                0.77751,                  1.593,                0.80707,                0.85134,                0.89878,                0.44914,                 1.5735,                0.77808,                 1.9433,               0.003961,               0.003961,               0.003961
                    124,                 1.3465,                0.76373,                  1.579,                0.82458,                 0.8593,                0.89671,                0.45026,                 1.5863,                0.75713,                 1.9579,              0.0039115,              0.0039115,              0.0039115
                    125,                 1.3249,                0.75716,                 1.5717,                0.87856,                0.82396,                0.88222,                0.44063,                 1.6117,                0.76626,                 1.9778,               0.003862,               0.003862,               0.003862
                    126,                 1.3529,                 0.7709,                 1.6015,                0.87334,                0.84202,                0.89793,                0.44634,                 1.5909,                 0.7619,                 1.9694,              0.0038125,              0.0038125,              0.0038125
                    127,                 1.3358,                0.74319,                 1.5821,                0.91541,                0.78909,                0.88405,                0.46108,                 1.5751,                0.74883,                 1.9443,               0.003763,               0.003763,               0.003763
                    128,                 1.3504,                0.77819,                 1.5869,                0.83629,                0.88603,                 0.9211,                0.47579,                 1.5652,                0.74311,                 1.9115,              0.0037135,              0.0037135,              0.0037135
                    129,                 1.3226,                0.75319,                  1.558,                0.85893,                0.83597,                0.88285,                0.45065,                 1.5645,                0.75944,                 1.9139,               0.003664,               0.003664,               0.003664
                    130,                 1.3287,                 0.7372,                 1.5631,                0.85134,                0.84889,                0.90626,                0.45926,                 1.5786,                0.75168,                 1.9366,              0.0036145,              0.0036145,              0.0036145
                    131,                 1.3328,                0.74883,                 1.5664,                0.88828,                0.80892,                 0.9032,                0.45637,                 1.5758,                0.74158,                 1.9547,               0.003565,               0.003565,               0.003565
                    132,                 1.3278,                0.75643,                 1.5829,                    0.9,                0.81961,                0.89868,                0.46912,                 1.5511,                0.75022,                 1.9036,              0.0035155,              0.0035155,              0.0035155
                    133,                 1.3303,                0.74466,                 1.5745,                 0.8647,                0.83029,                0.89526,                0.45827,                 1.5637,                0.74669,                 1.9079,               0.003466,               0.003466,               0.003466
                    134,                  1.306,                0.73655,                 1.5629,                0.86149,                0.83068,                0.89938,                0.44985,                 1.5728,                0.74848,                 1.9366,              0.0034165,              0.0034165,              0.0034165
                    135,                 1.3421,                0.76285,                 1.5703,                0.87867,                0.83268,                0.89927,                0.46294,                 1.5704,                0.74659,                 1.9244,               0.003367,               0.003367,               0.003367
                    136,                 1.3279,                0.76259,                 1.5776,                0.84664,                0.85521,                0.90075,                0.45819,                 1.5754,                0.75253,                 1.9474,              0.0033175,              0.0033175,              0.0033175
                    137,                 1.3082,                0.74504,                 1.5558,                0.91927,                0.78862,                0.90943,                0.46829,                 1.5586,                0.72948,                 1.9269,               0.003268,               0.003268,               0.003268
                    138,                 1.3479,                0.76649,                 1.5823,                0.84463,                0.84533,                0.89494,                0.45219,                 1.5962,                0.75655,                 1.9786,              0.0032185,              0.0032185,              0.0032185
                    139,                 1.3288,                0.75824,                 1.5772,                0.90377,                0.79719,                0.89674,                0.45818,                 1.5792,                0.73826,                 1.9418,               0.003169,               0.003169,               0.003169
                    140,                 1.3064,                0.74364,                 1.5628,                0.87783,                0.83626,                0.89519,                0.45777,                 1.5788,                0.73656,                 1.9406,              0.0031195,              0.0031195,              0.0031195
                    141,                 1.3328,                 0.7476,                 1.5864,                0.94849,                 0.7894,                0.89767,                0.45948,                 1.5789,                0.72661,                 1.9431,                0.00307,                0.00307,                0.00307
                    142,                 1.2855,                0.72291,                 1.5309,                0.92549,                0.82026,                 0.8941,                0.46122,                 1.5789,                0.72972,                 1.9654,              0.0030205,              0.0030205,              0.0030205
                    143,                   1.33,                0.76315,                 1.5874,                0.86576,                0.84445,                0.89152,                0.44852,                 1.6222,                0.76938,                 1.9989,               0.002971,               0.002971,               0.002971
                    144,                 1.3295,                0.76197,                 1.5626,                0.86733,                0.85884,                0.91569,                0.45693,                 1.5787,                0.74399,                 1.9429,              0.0029215,              0.0029215,              0.0029215
                    145,                 1.3104,                0.74553,                 1.5679,                0.85604,                0.82319,                0.89338,                0.44679,                   1.61,                0.75233,                 1.9875,               0.002872,               0.002872,               0.002872
                    146,                 1.3092,                0.75601,                 1.5566,                0.86286,                  0.832,                0.89011,                0.45632,                 1.5672,                0.74688,                 1.9103,              0.0028225,              0.0028225,              0.0028225
                    147,                 1.3258,                 0.7438,                 1.5672,                0.88504,                0.83871,                0.90242,                0.46637,                 1.5567,                0.74165,                 1.9195,               0.002773,               0.002773,               0.002773
                    148,                 1.3116,                0.77005,                 1.5752,                0.91317,                0.79288,                0.89421,                0.46484,                 1.5492,                0.74559,                 1.9387,              0.0027235,              0.0027235,              0.0027235
                    149,                 1.3182,                0.73667,                 1.5725,                0.84643,                0.83388,                0.89737,                0.46853,                 1.5586,                0.72981,                 1.9148,               0.002674,               0.002674,               0.002674
                    150,                 1.3212,                 0.7388,                 1.5736,                  0.859,                0.85429,                0.89833,                0.45007,                 1.5826,                0.76325,                  1.938,              0.0026245,              0.0026245,              0.0026245
                    151,                 1.3083,                0.73002,                 1.5431,                0.92161,                0.82158,                0.91325,                 0.4649,                   1.56,                0.74067,                 1.9063,               0.002575,               0.002575,               0.002575
                    152,                  1.317,                0.75844,                 1.5653,                 0.8777,                0.83121,                0.89882,                 0.4594,                 1.5817,                0.74265,                 1.9408,              0.0025255,              0.0025255,              0.0025255
