                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     98,                 1.3772,                0.76458,                 1.5003,                0.90137,                0.88033,                0.93099,                0.46246,                 1.5785,                 0.7253,                 1.6989,              0.0051985,              0.0051985,              0.0051985
                     99,                 1.4129,                0.78405,                 1.5254,                0.88972,                0.89701,                0.92458,                 0.4535,                  1.589,                0.73633,                 1.7074,               0.005149,               0.005149,               0.005149
                    100,                 1.3941,                0.78337,                 1.5109,                 0.8571,                0.88701,                 0.9149,                0.42734,                 1.6482,                0.74545,                 1.7519,              0.0050995,              0.0050995,              0.0050995
                    101,                 1.3844,                0.77171,                  1.503,                0.86036,                0.91725,                0.93052,                0.44791,                 1.5807,                0.74829,                  1.716,                0.00505,                0.00505,                0.00505
                    102,                 1.4139,                0.79823,                 1.5361,                0.90054,                 0.8699,                0.91013,                0.44584,                 1.6014,                0.76369,                 1.7201,              0.0050005,              0.0050005,              0.0050005
                    103,                 1.3914,                0.77113,                 1.5085,                0.89388,                0.90857,                0.93098,                0.46238,                 1.5722,                0.73181,                 1.6983,               0.004951,               0.004951,               0.004951
                    104,                 1.3849,                0.77417,                 1.4958,                 0.8558,                0.89658,                0.92638,                0.46517,                 1.5809,                0.72527,                 1.7165,              0.0049015,              0.0049015,              0.0049015
                    105,                 1.3952,                0.80106,                 1.5232,                0.90756,                0.85074,                0.93238,                0.47596,                 1.5803,                0.71551,                 1.6995,               0.004852,               0.004852,               0.004852
                    106,                 1.3768,                0.78092,                 1.5109,                0.84306,                  0.856,                0.91157,                0.46483,                  1.568,                0.72229,                 1.6979,              0.0048025,              0.0048025,              0.0048025
                    107,                 1.3918,                0.78037,                 1.5119,                0.95187,                0.79982,                0.92199,                0.45944,                 1.5813,                0.72455,                 1.7066,               0.004753,               0.004753,               0.004753
                    108,                 1.3971,                0.78063,                 1.4975,                0.87943,                0.90442,                0.93526,                0.46347,                 1.5976,                0.72932,                 1.7253,              0.0047035,              0.0047035,              0.0047035
                    109,                 1.3823,                0.77407,                 1.5056,                0.91503,                 0.8949,                0.92304,                 0.4562,                 1.5805,                0.71822,                 1.7196,               0.004654,               0.004654,               0.004654
                    110,                 1.3977,                0.77823,                 1.5135,                0.90515,                0.86048,                0.89975,                0.43069,                 1.6336,                0.75263,                 1.7609,              0.0046045,              0.0046045,              0.0046045
